time,vstup,výstup
0.0,1.2339725632686473,0.0
0.1001001001001001,1.1938447796222138,0.4469696557510125
0.2002002002002002,1.143459638071043,0.8589814904749575
0.3003003003003003,3.0834642117347215,1.525482082371683
0.4004004004004004,3.0145536634955143,2.4247008737938027
0.5005005005005005,2.9374644244003276,3.2724693137940744
0.6006006006006006,2.8529671553841656,4.092177394731195
0.7007007007007008,2.7618595568444935,4.890096917381995
0.8008008008008008,2.664959091346752,5.666712282766597
0.9009009009009009,2.5630956849065556,6.421268072144567
1.001001001001001,2.457104471874186,7.15264402559067
1.1011011011011012,2.3478186474485327,7.859355041994866
1.2012012012012012,2.2360624902815234,8.53954805133429
1.3013013013013013,2.1226446155169914,9.19117567178723
1.4014014014014016,2.0083515159607908,9.813334603507819
1.5015015015015016,1.893941445927846,10.405622551966573
1.6016016016016017,1.780138698687142,10.967798215854407
1.7017017017017018,1.6676283243616705,11.499781287082627
1.8018018018018018,1.5570513306757099,12.001652450782936
1.9019019019019021,1.449000404118278,12.473653385307436
2.002002002002002,1.3440161839540508,12.91618676222862
2.1021021021021022,1.2425841161094358,13.329816246339373
2.2022022022022023,1.1451319083415608,13.715266495652987
2.3023023023023024,1.0520276023136632,14.073423161403142
2.4024024024024024,0.9635782723048394,14.405332888043912
2.5025025025025025,0.8800293543293612,14.712203313249768
2.6026026026026026,0.8015646034854665,14.995403067915579
2.702702702702703,0.7283066714494498,15.25646177615661
2.802802802802803,0.660318290232649,15.497070055308516
2.902902902902903,0.5976040426783464,15.719040171555644
3.0030030030030033,0.5401126947444852,15.923654594711333
3.1031031031031033,0.4877400594451627,16.112185611256297
3.2032032032032034,0.4403323574560551,16.286026542469358
3.3033033033033035,0.39769003487018073,16.446581281273883
3.4034034034034035,0.359571994460653,16.59526429223779
3.5035035035035036,0.32570019310446463,16.780579741671005
3.6036036036036037,0.2957645547776657,16.969392747098038
3.7037037037037037,-1.7305718542227173,16.96446370769432
3.8038038038038042,-1.7536674434174042,16.68814770575655
3.9039039039039043,-1.7738965669417206,16.190849036646252
4.004004004004004,-1.7916439014618937,15.647546735995645
4.104104104104104,-1.8072987922786377,15.13296062300026
4.2042042042042045,-1.821249626731842,14.610252224231523
4.3043043043043046,-1.8338782935050464,14.079460558681658
4.404404404404405,-1.8455547853584702,13.540468855406859
4.504504504504505,-1.8566320012050888,12.993004553527292
4.604604604604605,-1.8674408013014892,12.440469140468702
4.704704704704705,-1.878285366674218,11.884961836314858
4.804804804804805,-1.8894389107686544,11.317763994877957
4.904904904904905,-1.9011397877201905,10.732959464850573
5.005005005005005,-1.9135880376408432,10.127808746765247
5.105105105105105,-1.9269424049254371,9.502748992994496
5.205205205205205,-1.9413178608515165,8.86139400775081
5.305305305305305,-1.956783656720329,8.21053424708666
5.405405405405406,-1.9733619285090511,7.560136818894481
